Date_reported,New_cases,Country
2022-07-17,0,Kaohsiung City
2022-07-18,0,Kaohsiung City
2022-07-19,0,Kaohsiung City
2022-07-20,0,Kaohsiung City
2022-07-21,0,Kaohsiung City
2022-07-22,0,Kaohsiung City
2022-07-23,0,Kaohsiung City
2022-07-24,0,Kaohsiung City
2022-07-25,0,Kaohsiung City
2022-07-26,0,Kaohsiung City
2022-07-27,0,Kaohsiung City
2022-07-28,0,Kaohsiung City
2022-07-29,0,Kaohsiung City
2022-07-30,0,Kaohsiung City
2022-07-31,0,Kaohsiung City
2022-08-01,0,Kaohsiung City
2022-08-02,0,Kaohsiung City
2022-08-03,0,Kaohsiung City
2022-08-04,0,Kaohsiung City
2022-08-05,0,Kaohsiung City
2022-08-06,0,Kaohsiung City
2022-08-07,0,Kaohsiung City
2022-08-08,0,Kaohsiung City
2022-08-09,0,Kaohsiung City
2022-08-10,1,Kaohsiung City
2022-08-11,0,Kaohsiung City
2022-08-12,0,Kaohsiung City
2022-08-13,0,Kaohsiung City
2022-08-14,0,Kaohsiung City
2022-08-15,0,Kaohsiung City
2022-08-16,0,Kaohsiung City
2022-08-17,0,Kaohsiung City
2022-08-18,0,Kaohsiung City
2022-08-19,0,Kaohsiung City
2022-08-20,0,Kaohsiung City
2022-08-21,0,Kaohsiung City
2022-08-22,0,Kaohsiung City
2022-08-23,0,Kaohsiung City
2022-08-24,0,Kaohsiung City
2022-08-25,0,Kaohsiung City
2022-08-26,0,Kaohsiung City
2022-08-27,0,Kaohsiung City
2022-08-28,0,Kaohsiung City
2022-08-29,0,Kaohsiung City
2022-08-30,0,Kaohsiung City
2022-08-31,0,Kaohsiung City
2022-09-01,0,Kaohsiung City
2022-09-02,0,Kaohsiung City
2022-09-03,0,Kaohsiung City
2022-09-04,0,Kaohsiung City
2022-09-05,1,Kaohsiung City
2022-09-06,0,Kaohsiung City
2022-09-07,0,Kaohsiung City
2022-09-08,2,Kaohsiung City
2022-09-09,3,Kaohsiung City
2022-09-10,4,Kaohsiung City
2022-09-11,1,Kaohsiung City
2022-09-12,3,Kaohsiung City
2022-09-13,2,Kaohsiung City
2022-09-14,1,Kaohsiung City
2022-09-15,0,Kaohsiung City
2022-09-16,0,Kaohsiung City
2022-09-17,0,Kaohsiung City
2022-09-18,0,Kaohsiung City
2022-09-19,1,Kaohsiung City
2022-09-20,0,Kaohsiung City
2022-09-21,0,Kaohsiung City
2022-09-22,0,Kaohsiung City
2022-09-23,1,Kaohsiung City
2022-09-24,0,Kaohsiung City
2022-09-25,0,Kaohsiung City
2022-09-26,0,Kaohsiung City
2022-09-27,0,Kaohsiung City
2022-09-28,0,Kaohsiung City
2022-09-29,0,Kaohsiung City
2022-09-30,0,Kaohsiung City
2022-10-01,0,Kaohsiung City
2022-10-02,0,Kaohsiung City
2022-10-03,0,Kaohsiung City
2022-10-04,0,Kaohsiung City
2022-10-05,0,Kaohsiung City
2022-10-06,0,Kaohsiung City
2022-10-07,1,Kaohsiung City
2022-10-08,0,Kaohsiung City
2022-10-09,0,Kaohsiung City
2022-10-10,0,Kaohsiung City
2022-10-11,0,Kaohsiung City
2022-10-12,0,Kaohsiung City
2022-10-13,0,Kaohsiung City
2022-10-14,0,Kaohsiung City
2022-10-15,0,Kaohsiung City
2022-10-16,0,Kaohsiung City
2022-10-17,0,Kaohsiung City
2022-10-18,0,Kaohsiung City
2022-10-19,1,Kaohsiung City
2022-10-20,1,Kaohsiung City
2022-10-21,0,Kaohsiung City
2022-10-22,0,Kaohsiung City
2022-10-23,0,Kaohsiung City
2022-10-24,0,Kaohsiung City
2022-10-25,0,Kaohsiung City
2022-10-26,0,Kaohsiung City
2022-10-27,0,Kaohsiung City
2022-10-28,0,Kaohsiung City
2022-10-29,0,Kaohsiung City
2022-10-30,0,Kaohsiung City
2022-10-31,0,Kaohsiung City
2022-11-01,1,Kaohsiung City
2022-11-02,0,Kaohsiung City
2022-11-03,0,Kaohsiung City
2022-11-04,0,Kaohsiung City
2022-11-05,0,Kaohsiung City
2022-11-06,0,Kaohsiung City
2022-11-07,0,Kaohsiung City
2022-11-08,0,Kaohsiung City
2022-11-09,0,Kaohsiung City
2022-11-10,0,Kaohsiung City
2022-11-11,0,Kaohsiung City
2022-11-12,0,Kaohsiung City
2022-11-13,0,Kaohsiung City
2022-11-14,0,Kaohsiung City
2022-11-15,0,Kaohsiung City
2022-11-16,0,Kaohsiung City
2022-11-17,0,Kaohsiung City
2022-11-18,0,Kaohsiung City
2022-11-19,0,Kaohsiung City
2022-11-20,0,Kaohsiung City
2022-11-21,0,Kaohsiung City
2022-11-22,0,Kaohsiung City
2022-11-23,0,Kaohsiung City
2022-11-24,0,Kaohsiung City
2022-11-25,0,Kaohsiung City
2022-11-26,0,Kaohsiung City
2022-11-27,0,Kaohsiung City
2022-11-28,0,Kaohsiung City
2022-11-29,0,Kaohsiung City
2022-11-30,0,Kaohsiung City
2022-12-01,0,Kaohsiung City
2022-12-02,0,Kaohsiung City
2022-12-03,0,Kaohsiung City
2022-12-04,0,Kaohsiung City
2022-12-05,0,Kaohsiung City
2022-12-06,0,Kaohsiung City
2022-12-07,0,Kaohsiung City
2022-12-08,0,Kaohsiung City
2022-12-09,0,Kaohsiung City
2022-12-10,0,Kaohsiung City
2022-12-11,0,Kaohsiung City
2022-12-12,0,Kaohsiung City
2022-12-13,0,Kaohsiung City
2022-12-14,0,Kaohsiung City
2022-12-15,0,Kaohsiung City
2022-12-16,0,Kaohsiung City
2022-12-17,0,Kaohsiung City
2022-12-18,0,Kaohsiung City
2022-12-19,0,Kaohsiung City
2022-12-20,0,Kaohsiung City
2022-12-21,0,Kaohsiung City
2022-12-22,0,Kaohsiung City
2022-12-23,0,Kaohsiung City
2022-12-24,0,Kaohsiung City
2022-12-25,0,Kaohsiung City
2022-12-26,1,Kaohsiung City
2022-12-27,0,Kaohsiung City
2022-12-28,0,Kaohsiung City
2022-12-29,0,Kaohsiung City
2022-12-30,0,Kaohsiung City
2022-12-31,0,Kaohsiung City
2023-01-01,0,Kaohsiung City
2023-01-02,0,Kaohsiung City
2023-01-03,0,Kaohsiung City
2023-01-04,0,Kaohsiung City
2023-01-05,1,Kaohsiung City
2023-01-06,0,Kaohsiung City
2023-01-07,0,Kaohsiung City
2023-01-08,0,Kaohsiung City
2023-01-09,0,Kaohsiung City
2023-01-10,0,Kaohsiung City
2023-01-11,0,Kaohsiung City
2023-01-12,0,Kaohsiung City
2023-01-13,0,Kaohsiung City
2023-01-14,0,Kaohsiung City
2023-01-15,0,Kaohsiung City
2023-01-16,0,Kaohsiung City
2023-01-17,0,Kaohsiung City
2023-01-18,0,Kaohsiung City
2023-01-19,1,Kaohsiung City
2023-01-20,0,Kaohsiung City
2023-01-21,0,Kaohsiung City
2023-01-22,0,Kaohsiung City
2023-01-23,0,Kaohsiung City
2023-01-24,0,Kaohsiung City
2023-01-25,0,Kaohsiung City
2023-01-26,0,Kaohsiung City
2023-01-27,0,Kaohsiung City
2023-01-28,0,Kaohsiung City
2023-01-29,0,Kaohsiung City
2023-01-30,0,Kaohsiung City
2023-01-31,0,Kaohsiung City
2023-02-01,0,Kaohsiung City
2023-02-02,0,Kaohsiung City
2023-02-03,0,Kaohsiung City
2023-02-04,0,Kaohsiung City
2023-02-05,0,Kaohsiung City
2023-02-06,0,Kaohsiung City
2023-02-07,2,Kaohsiung City
2023-02-08,0,Kaohsiung City
2023-02-09,0,Kaohsiung City
2023-02-10,0,Kaohsiung City
2023-02-11,0,Kaohsiung City
2023-02-12,0,Kaohsiung City
2023-02-13,0,Kaohsiung City
2023-02-14,0,Kaohsiung City
2023-02-15,0,Kaohsiung City
2023-02-16,0,Kaohsiung City
2023-02-17,0,Kaohsiung City
2023-02-18,0,Kaohsiung City
2023-02-19,0,Kaohsiung City
2023-02-20,0,Kaohsiung City
2023-02-21,0,Kaohsiung City
2023-02-22,0,Kaohsiung City
2023-02-23,0,Kaohsiung City
2023-02-24,0,Kaohsiung City
2023-02-25,0,Kaohsiung City
2023-02-26,0,Kaohsiung City
2023-02-27,0,Kaohsiung City
2023-02-28,0,Kaohsiung City
2023-03-01,0,Kaohsiung City
2023-03-02,1,Kaohsiung City
2023-03-03,0,Kaohsiung City
2023-03-04,0,Kaohsiung City
2023-03-05,0,Kaohsiung City
2023-03-06,0,Kaohsiung City
2023-03-07,0,Kaohsiung City
2023-03-08,0,Kaohsiung City
2023-03-09,0,Kaohsiung City
2023-03-10,0,Kaohsiung City
2023-03-11,0,Kaohsiung City
2023-03-12,0,Kaohsiung City
2023-03-13,0,Kaohsiung City
2023-03-14,0,Kaohsiung City
2023-03-15,0,Kaohsiung City
2023-03-16,0,Kaohsiung City
2023-03-17,0,Kaohsiung City
2023-03-18,0,Kaohsiung City
2023-03-19,0,Kaohsiung City
2023-03-20,0,Kaohsiung City
2023-03-21,0,Kaohsiung City
2023-03-22,0,Kaohsiung City
2023-03-23,0,Kaohsiung City
2023-03-24,0,Kaohsiung City
2023-03-25,0,Kaohsiung City
2023-03-26,0,Kaohsiung City
2023-03-27,0,Kaohsiung City
2023-03-28,0,Kaohsiung City
2023-03-29,0,Kaohsiung City
2023-03-30,0,Kaohsiung City
2023-03-31,1,Kaohsiung City
2023-04-01,0,Kaohsiung City
2023-04-02,0,Kaohsiung City
2023-04-03,0,Kaohsiung City
2023-04-04,0,Kaohsiung City
2023-04-05,0,Kaohsiung City
2023-04-06,0,Kaohsiung City
2023-04-07,0,Kaohsiung City
2023-04-08,0,Kaohsiung City
2023-04-09,0,Kaohsiung City
2023-04-10,0,Kaohsiung City
2023-04-11,1,Kaohsiung City
2023-04-12,0,Kaohsiung City
2023-04-13,0,Kaohsiung City
2023-04-14,0,Kaohsiung City
2023-04-15,0,Kaohsiung City
2023-04-16,0,Kaohsiung City
2023-04-17,0,Kaohsiung City
2023-04-18,0,Kaohsiung City
2023-04-19,0,Kaohsiung City
2023-04-20,0,Kaohsiung City
2023-04-21,0,Kaohsiung City
2023-04-22,0,Kaohsiung City
2023-04-23,0,Kaohsiung City
2023-04-24,0,Kaohsiung City
2023-04-25,0,Kaohsiung City
2023-04-26,0,Kaohsiung City
2023-04-27,0,Kaohsiung City
2023-04-28,0,Kaohsiung City
2023-04-29,0,Kaohsiung City
2023-04-30,0,Kaohsiung City
2023-05-01,0,Kaohsiung City
2023-05-02,0,Kaohsiung City
2023-05-03,0,Kaohsiung City
2023-05-04,0,Kaohsiung City
2023-05-05,0,Kaohsiung City
2023-05-06,0,Kaohsiung City
2023-05-07,0,Kaohsiung City
2023-05-08,0,Kaohsiung City
2023-05-09,0,Kaohsiung City
2023-05-10,0,Kaohsiung City
2023-05-11,0,Kaohsiung City
2023-05-12,0,Kaohsiung City
2023-05-13,0,Kaohsiung City
2023-05-14,0,Kaohsiung City
2023-05-15,0,Kaohsiung City
2023-05-16,0,Kaohsiung City
2023-05-17,0,Kaohsiung City
2023-05-18,0,Kaohsiung City
2023-05-19,0,Kaohsiung City
2023-05-20,0,Kaohsiung City
2023-05-21,0,Kaohsiung City
2023-05-22,0,Kaohsiung City
2023-05-23,0,Kaohsiung City
2023-05-24,0,Kaohsiung City
2023-05-25,0,Kaohsiung City
2023-05-26,0,Kaohsiung City
2023-05-27,0,Kaohsiung City
2023-05-28,0,Kaohsiung City
2023-05-29,0,Kaohsiung City
2023-05-30,0,Kaohsiung City
2023-05-31,0,Kaohsiung City
2023-06-01,0,Kaohsiung City
2023-06-02,0,Kaohsiung City
2023-06-03,0,Kaohsiung City
2023-06-04,0,Kaohsiung City
2023-06-05,0,Kaohsiung City
2023-06-06,0,Kaohsiung City
2023-06-07,0,Kaohsiung City
2023-06-08,0,Kaohsiung City
2023-06-09,0,Kaohsiung City
2023-06-10,0,Kaohsiung City
2023-06-11,0,Kaohsiung City
2023-06-12,0,Kaohsiung City
2023-06-13,0,Kaohsiung City
2023-06-14,0,Kaohsiung City
2023-06-15,0,Kaohsiung City
2023-06-16,0,Kaohsiung City
2023-06-17,0,Kaohsiung City
2023-06-18,0,Kaohsiung City
2023-06-19,0,Kaohsiung City
2023-06-20,0,Kaohsiung City
2023-06-21,1,Kaohsiung City
2023-06-22,0,Kaohsiung City
2023-06-23,0,Kaohsiung City
2023-06-24,1,Kaohsiung City
2023-06-25,1,Kaohsiung City
2023-06-26,0,Kaohsiung City
2023-06-27,0,Kaohsiung City
2023-06-28,0,Kaohsiung City
2023-06-29,1,Kaohsiung City
2023-06-30,1,Kaohsiung City
2023-07-01,1,Kaohsiung City
2023-07-02,0,Kaohsiung City
2023-07-03,2,Kaohsiung City
2023-07-04,1,Kaohsiung City
2023-07-05,1,Kaohsiung City
2023-07-06,1,Kaohsiung City
2023-07-07,2,Kaohsiung City
2023-07-08,1,Kaohsiung City
2023-07-09,2,Kaohsiung City
2023-07-10,0,Kaohsiung City
2023-07-11,2,Kaohsiung City
2023-07-12,2,Kaohsiung City
2023-07-13,0,Kaohsiung City
2023-07-14,1,Kaohsiung City
2023-07-15,1,Kaohsiung City
2023-07-16,0,Kaohsiung City
2023-07-17,0,Kaohsiung City
2023-07-18,0,Kaohsiung City
2023-07-19,2,Kaohsiung City
2023-07-20,0,Kaohsiung City
2023-07-21,0,Kaohsiung City
2023-07-22,1,Kaohsiung City
2023-07-23,0,Kaohsiung City
2023-07-24,2,Kaohsiung City
2023-07-25,1,Kaohsiung City
2023-07-26,2,Kaohsiung City
2023-07-27,2,Kaohsiung City
2023-07-28,1,Kaohsiung City
2023-07-29,1,Kaohsiung City
2023-07-30,2,Kaohsiung City
2023-07-31,1,Kaohsiung City
2023-08-01,1,Kaohsiung City
2023-08-02,0,Kaohsiung City
2023-08-03,2,Kaohsiung City
2023-08-04,1,Kaohsiung City
2023-08-05,1,Kaohsiung City
2023-08-06,2,Kaohsiung City
2023-08-07,2,Kaohsiung City
2023-08-08,4,Kaohsiung City
2023-08-09,2,Kaohsiung City
2023-08-10,5,Kaohsiung City
2023-08-11,2,Kaohsiung City
2023-08-12,3,Kaohsiung City
2023-08-13,3,Kaohsiung City
2023-08-14,3,Kaohsiung City
2023-08-15,4,Kaohsiung City
2023-08-16,1,Kaohsiung City
2023-08-17,0,Kaohsiung City
2023-08-18,2,Kaohsiung City
2023-08-19,2,Kaohsiung City
2023-08-20,4,Kaohsiung City
2023-08-21,8,Kaohsiung City
2023-08-22,5,Kaohsiung City
2023-08-23,0,Kaohsiung City
2023-08-24,3,Kaohsiung City
2023-08-25,9,Kaohsiung City
2023-08-26,1,Kaohsiung City
2023-08-27,7,Kaohsiung City
2023-08-28,13,Kaohsiung City
2023-08-29,11,Kaohsiung City
2023-08-30,11,Kaohsiung City
2023-08-31,3,Kaohsiung City
2023-09-01,8,Kaohsiung City
2023-09-02,7,Kaohsiung City
2023-09-03,4,Kaohsiung City
2023-09-04,7,Kaohsiung City
2023-09-05,11,Kaohsiung City
2023-09-06,14,Kaohsiung City
2023-09-07,15,Kaohsiung City
2023-09-08,16,Kaohsiung City
2023-09-09,9,Kaohsiung City
2023-09-10,11,Kaohsiung City
2023-09-11,20,Kaohsiung City
2023-09-12,8,Kaohsiung City
2023-09-13,9,Kaohsiung City
2023-09-14,9,Kaohsiung City
2023-09-15,12,Kaohsiung City
2023-09-16,12,Kaohsiung City
2023-09-17,5,Kaohsiung City
2023-09-18,8,Kaohsiung City
2023-09-19,9,Kaohsiung City
2023-09-20,10,Kaohsiung City
2023-09-21,11,Kaohsiung City
2023-09-22,19,Kaohsiung City
2023-09-23,21,Kaohsiung City
2023-09-24,13,Kaohsiung City
2023-09-25,26,Kaohsiung City
2023-09-26,19,Kaohsiung City
2023-09-27,20,Kaohsiung City
2023-09-28,19,Kaohsiung City
2023-09-29,17,Kaohsiung City
2023-09-30,21,Kaohsiung City
2023-10-01,21,Kaohsiung City
2023-10-02,39,Kaohsiung City
2023-10-03,27,Kaohsiung City
2023-10-04,16,Kaohsiung City
2023-10-05,19,Kaohsiung City
2023-10-06,23,Kaohsiung City
2023-10-07,11,Kaohsiung City
2023-10-08,13,Kaohsiung City
2023-10-09,30,Kaohsiung City
2023-10-10,16,Kaohsiung City
2023-10-11,24,Kaohsiung City
2023-10-12,15,Kaohsiung City
2023-10-13,16,Kaohsiung City
2023-10-14,23,Kaohsiung City
2023-10-15,21,Kaohsiung City
2023-10-16,26,Kaohsiung City
2023-10-17,34,Kaohsiung City
2023-10-18,31,Kaohsiung City
2023-10-19,33,Kaohsiung City
2023-10-20,27,Kaohsiung City
2023-10-21,29,Kaohsiung City
2023-10-22,14,Kaohsiung City
2023-10-23,24,Kaohsiung City
2023-10-24,25,Kaohsiung City
2023-10-25,29,Kaohsiung City
2023-10-26,33,Kaohsiung City
2023-10-27,36,Kaohsiung City
2023-10-28,17,Kaohsiung City
2023-10-29,22,Kaohsiung City
2023-10-30,35,Kaohsiung City
2023-10-31,34,Kaohsiung City
2023-11-01,35,Kaohsiung City
2023-11-02,30,Kaohsiung City
2023-11-03,31,Kaohsiung City
2023-11-04,37,Kaohsiung City
2023-11-05,26,Kaohsiung City
2023-11-06,41,Kaohsiung City
2023-11-07,42,Kaohsiung City
2023-11-08,54,Kaohsiung City
2023-11-09,45,Kaohsiung City
2023-11-10,55,Kaohsiung City
2023-11-11,46,Kaohsiung City
2023-11-12,43,Kaohsiung City
2023-11-13,54,Kaohsiung City
2023-11-14,50,Kaohsiung City
2023-11-15,41,Kaohsiung City
2023-11-16,55,Kaohsiung City
2023-11-17,51,Kaohsiung City
2023-11-18,54,Kaohsiung City
2023-11-19,43,Kaohsiung City
2023-11-20,45,Kaohsiung City
2023-11-21,38,Kaohsiung City
2023-11-22,58,Kaohsiung City
2023-11-23,41,Kaohsiung City
2023-11-24,50,Kaohsiung City
2023-11-25,39,Kaohsiung City
2023-11-26,24,Kaohsiung City
2023-11-27,32,Kaohsiung City
2023-11-28,25,Kaohsiung City
2023-11-29,37,Kaohsiung City
2023-11-30,25,Kaohsiung City
2023-12-01,23,Kaohsiung City
2023-12-02,26,Kaohsiung City
2023-12-03,18,Kaohsiung City
2023-12-04,33,Kaohsiung City
2023-12-05,25,Kaohsiung City
2023-12-06,36,Kaohsiung City
2023-12-07,22,Kaohsiung City
2023-12-08,24,Kaohsiung City
2023-12-09,21,Kaohsiung City
2023-12-10,21,Kaohsiung City
2023-12-11,36,Kaohsiung City
2023-12-12,24,Kaohsiung City
2023-12-13,31,Kaohsiung City
2023-12-14,24,Kaohsiung City
2023-12-15,29,Kaohsiung City
2023-12-16,26,Kaohsiung City
2023-12-17,15,Kaohsiung City
2023-12-18,21,Kaohsiung City
2023-12-19,23,Kaohsiung City
2023-12-20,11,Kaohsiung City
2023-12-21,14,Kaohsiung City
2023-12-22,17,Kaohsiung City
2023-12-23,11,Kaohsiung City
2023-12-24,12,Kaohsiung City
2023-12-25,14,Kaohsiung City
2023-12-26,10,Kaohsiung City
2023-12-27,10,Kaohsiung City
2023-12-28,9,Kaohsiung City
2023-12-29,7,Kaohsiung City
2023-12-30,4,Kaohsiung City
2023-12-31,6,Kaohsiung City
2024-01-01,6,Kaohsiung City
2024-01-02,9,Kaohsiung City
2024-01-03,8,Kaohsiung City
2024-01-04,2,Kaohsiung City
2024-01-05,4,Kaohsiung City
2024-01-06,5,Kaohsiung City
2024-01-07,5,Kaohsiung City
2024-01-08,5,Kaohsiung City
2024-01-09,6,Kaohsiung City
2024-01-10,5,Kaohsiung City
2024-01-11,6,Kaohsiung City
2024-01-12,4,Kaohsiung City
2024-01-13,1,Kaohsiung City
2024-01-14,2,Kaohsiung City
2024-01-15,1,Kaohsiung City
2024-01-16,3,Kaohsiung City
2024-01-17,3,Kaohsiung City
2024-01-18,5,Kaohsiung City
2024-01-19,6,Kaohsiung City
2024-01-20,0,Kaohsiung City
2024-01-21,1,Kaohsiung City
2024-01-22,1,Kaohsiung City
2024-01-23,2,Kaohsiung City
2024-01-24,5,Kaohsiung City
2024-01-25,1,Kaohsiung City
2024-01-26,1,Kaohsiung City
2024-01-27,3,Kaohsiung City
2024-01-28,2,Kaohsiung City
2024-01-29,3,Kaohsiung City
2024-01-30,0,Kaohsiung City
2024-01-31,2,Kaohsiung City
2024-02-01,1,Kaohsiung City
2024-02-02,2,Kaohsiung City
2024-02-03,0,Kaohsiung City
2024-02-04,1,Kaohsiung City
2024-02-05,0,Kaohsiung City
2024-02-06,0,Kaohsiung City
2024-02-07,0,Kaohsiung City
2024-02-08,0,Kaohsiung City
2024-02-09,0,Kaohsiung City
2024-02-10,1,Kaohsiung City
2024-02-11,0,Kaohsiung City
2024-02-12,0,Kaohsiung City
2024-02-13,0,Kaohsiung City
2024-02-14,1,Kaohsiung City
2024-02-15,0,Kaohsiung City
